FP2-A2 ,F8 -A2 ,T4 -A2 ,T6 -A2 ,F4 -A2 ,C4 -A2 ,P4 -A2 ,O2 -A2 ,FP1-A1 ,F7 -A1 ,T3 -A1 ,T5 -A1 ,F3 -A1 ,C3 -A1 ,P3 -A1 ,O1 -A1 ,FZ -A2 ,CZ -A1 ,PZ -A2 ,BP1-REF,BP2-REF
2,8,7,0,18,-5,-9,-12,28,30,27,5,29,27,7,2,12,30,-24,-562,19
-8,0,1,-8,16,-12,-19,-15,24,32,24,0,26,26,5,-2,3,28,-26,-529,19
-18,-9,-4,-16,15,-18,-29,-16,20,32,20,-4,20,25,1,-7,-4,26,-26,-499,19
-24,-12,-6,-19,17,-19,-32,-16,16,30,18,-7,16,23,0,-10,-8,23,-22,-469,18
-23,-10,-5,-17,21,-15,-30,-13,13,25,18,-7,14,23,1,-10,-7,20,-14,-439,16
-19,-5,-1,-11,26,-9,-22,-9,10,19,20,-4,14,23,5,-7,-3,16,-5,-406,14
-15,-1,2,-5,29,-5,-16,-5,7,14,21,-1,14,21,9,-5,2,12,1,-372,10
-16,-2,2,-3,28,-7,-15,-4,2,9,19,-1,13,18,9,-4,4,7,3,-338,7
-22,-8,-1,-6,24,-13,-19,-7,-3,5,15,-3,10,13,6,-6,0,1,1,-305,3
-31,-17,-7,-12,18,-22,-27,-12,-9,0,10,-7,4,7,0,-9,-6,-4,-4,-274,1
-40,-23,-11,-16,12,-29,-33,-16,-15,-6,4,-10,-3,1,-7,-13,-13,-11,-9,-246,0
-46,-25,-10,-17,8,-31,-34,-18,-20,-12,1,-12,-9,-3,-12,-15,-18,-17,-14,-220,0
-47,-22,-5,-13,5,-27,-28,-16,-22,-18,0,-11,-13,-6,-16,-14,-19,-20,-16,-194,0
-46,-17,0,-6,4,-20,-18,-12,-23,-21,0,-9,-15,-9,-19,-12,-16,-21,-18,-168,0
-44,-12,7,0,4,-13,-7,-7,-24,-23,0,-9,-15,-12,-22,-10,-12,-22,-19,-143,-1
-43,-10,10,4,4,-8,1,-4,-27,-22,-1,-11,-16,-17,-26,-11,-11,-22,-20,-119,-4
-42,-10,10,6,3,-5,7,-4,-31,-22,-5,-16,-18,-22,-30,-14,-13,-22,-20,-98,-6
-42,-13,7,5,2,-4,11,-6,-36,-21,-10,-23,-21,-27,-34,-20,-16,-23,-19,-78,-7
-41,-15,3,5,1,-3,13,-8,-40,-21,-14,-30,-24,-30,-37,-25,-19,-24,-15,-61,-6
-36,-14,2,6,3,0,15,-9,-42,-21,-17,-36,-25,-31,-38,-29,-19,-25,-8,-43,-3
-28,-10,3,10,6,4,19,-5,-41,-18,-15,-37,-23,-27,-35,-30,-15,-23,0,-23,0
-24,-9,3,9,9,6,16,-1,-38,-13,-14,-37,-20,-22,-31,-30,-11,-19,7,-3,0
-27,-17,-2,0,9,0,4,-3,-35,-8,-17,-39,-18,-17,-30,-33,-12,-15,10,14,-2
-29,-24,-9,-9,8,-6,-7,-8,-35,-6,-21,-41,-17,-14,-28,-36,-17,-13,14,33,-4
-25,-22,-10,-12,10,-6,-11,-9,-34,-5,-23,-41,-15,-8,-23,-37,-17,-11,23,55,-5
-16,-15,-5,-9,14,-2,-11,-4,-32,-3,-21,-38,-8,-2,-16,-34,-10,-7,34,78,-6
-6,-6,1,-4,19,1,-9,2,-27,0,-18,-34,-1,3,-9,-31,0,-3,42,101,-4
2,0,7,0,24,5,-9,9,-21,2,-13,-29,5,7,-5,-29,10,1,49,122,-2
6,4,11,1,27,6,-12,14,-16,5,-10,-25,10,8,-4,-27,19,5,51,140,-1
4,2,11,-1,27,3,-18,15,-13,5,-9,-23,11,4,-7,-29,22,7,50,155,-1
0,-3,6,-5,26,-2,-25,12,-12,1,-12,-24,7,-3,-14,-33,20,5,46,168,-3
-3,-3,3,-5,25,-3,-26,9,-15,-6,-16,-24,0,-12,-22,-37,16,0,46,181,-6
1,5,6,3,28,2,-15,11,-18,-15,-16,-23,-6,-17,-26,-37,16,-7,51,194,-8
10,20,15,17,33,15,0,19,-19,-22,-13,-19,-8,-19,-26,-34,21,-13,58,207,-10
16,31,23,29,36,26,15,26,-18,-25,-9,-16,-8,-18,-25,-31,26,-16,62,216,-11
15,33,25,34,36,32,22,30,-19,-25,-8,-15,-8,-19,-25,-31,26,-18,63,222,-12
8,27,22,32,32,31,24,29,-22,-24,-11,-17,-10,-21,-26,-34,20,-20,61,224,-12
0,16,17,27,26,27,26,24,-28,-24,-16,-22,-15,-24,-27,-39,11,-23,58,226,-13
-9,6,11,23,19,21,29,20,-35,-24,-21,-25,-20,-27,-28,-43,2,-27,55,226,-14
-15,0,7,21,12,15,36,17,-41,-24,-25,-27,-25,-28,-27,-45,-4,-30,54,225,-15
-18,-1,4,20,6,9,44,16,-47,-24,-26,-27,-28,-27,-25,-44,-8,-33,54,221,-15
-20,0,2,20,0,6,51,15,-50,-24,-24,-25,-28,-25,-21,-42,-10,-33,54,214,-15
-21,1,0,19,-2,4,53,16,-50,-22,-21,-22,-26,-22,-15,-39,-9,-31,55,204,-14
-25,1,-3,15,-5,1,50,17,-48,-18,-18,-21,-22,-19,-11,-36,-9,-27,55,191,-14
-30,-2,-9,6,-7,-2,41,16,-46,-13,-17,-20,-19,-19,-8,-33,-12,-21,53,173,-13
-34,-8,-14,-2,-8,-6,30,14,-43,-7,-17,-21,-16,-19,-6,-29,-18,-15,52,152,-12
-36,-12,-17,-8,-7,-8,23,12,-41,-3,-18,-20,-14,-17,-2,-23,-24,-11,51,126,-11
-34,-12,-16,-9,-5,-8,22,14,-38,0,-16,-16,-10,-14,3,-13,-28,-8,51,98,-10
-30,-9,-12,-7,-4,-6,25,17,-35,1,-13,-11,-6,-8,12,-1,-29,-6,50,67,-7
-27,-4,-8,-3,-3,-3,29,21,-33,1,-7,-5,0,-3,21,11,-28,-6,49,36,-5
-25,0,-3,0,-3,-1,35,23,-32,0,-2,0,4,1,29,23,-26,-8,47,2,-2
-25,2,0,1,-4,0,39,23,-32,-4,1,2,6,3,33,32,-26,-11,45,-30,0
-25,2,1,3,-6,0,42,21,-34,-8,3,4,5,3,34,38,-29,-15,44,-62,0
-26,2,4,5,-9,0,44,17,-37,-12,4,6,1,2,33,41,-32,-19,43,-92,0
-26,2,6,7,-12,0,45,15,-40,-16,4,8,-5,0,30,42,-35,-24,41,-116,-2
-25,2,8,9,-14,0,46,14,-42,-18,3,8,-11,-2,27,41,-36,-28,38,-135,-3
-26,1,9,9,-16,0,43,14,-42,-18,2,8,-16,-5,23,38,-35,-29,32,-148,-4
-28,0,8,5,-17,-1,38,14,-38,-16,1,7,-19,-7,18,33,-33,-29,23,-157,-4
-31,-4,5,0,-18,-5,30,12,-32,-12,0,4,-19,-9,12,27,-32,-27,14,-161,-3
-32,-9,1,-6,-17,-8,22,7,-26,-9,-1,1,-18,-9,7,20,-32,-24,7,-163,-2
-30,-12,-2,-11,-15,-10,16,2,-21,-6,-2,-1,-15,-7,3,13,-34,-18,3,-162,-1
-26,-12,-6,-12,-13,-9,12,-2,-17,-5,-3,-3,-12,-3,1,8,-35,-12,2,-159,0
-20,-11,-9,-11,-10,-7,10,-6,-14,-3,-4,-6,-8,0,0,4,-34,-5,4,-154,1
-15,-9,-10,-10,-8,-6,8,-7,-12,0,-3,-9,-4,4,0,0,-32,3,5,-147,2
-14,-9,-13,-10,-5,-7,4,-6,-9,5,-3,-13,0,7,0,-4,-28,11,5,-141,2
-17,-11,-16,-13,-3,-12,-1,-6,-5,11,-3,-15,4,8,-1,-9,-26,19,1,-135,1
-22,-13,-19,-17,-3,-17,-7,-6,-3,15,-2,-17,7,8,-3,-14,-27,23,-2,-129,1
-27,-13,-19,-18,-2,-18,-9,-8,-3,15,0,-15,8,8,-3,-16,-30,24,-5,-124,1
-28,-7,-14,-13,-1,-14,-5,-8,-5,11,2,-10,8,8,-2,-14,-32,20,-5,-119,3
-26,1,-6,-2,-1,-5,2,-6,-10,3,7,-3,7,8,0,-10,-33,13,-3,-113,4
-24,10,1,8,-2,2,9,-4,-16,-6,11,2,5,6,0,-5,-33,4,-1,-107,5
-25,14,7,16,-5,7,13,-3,-22,-16,12,5,1,2,-1,0,-33,-5,-2,-100,3
-30,11,8,18,-10,6,10,-4,-29,-25,10,5,-5,-3,-7,0,-34,-15,-6,-93,0
-38,4,5,17,-17,0,2,-8,-35,-32,5,2,-12,-12,-15,0,-37,-24,-14,-84,-4
-46,-4,0,14,-24,-7,-5,-13,-40,-38,0,0,-20,-19,-22,1,-41,-31,-23,-74,-7
-50,-9,-3,14,-31,-11,-8,-18,-43,-43,-5,-2,-24,-22,-24,5,-43,-36,-29,-64,-10
-52,-9,-4,18,-35,-10,-7,-20,-45,-46,-7,-2,-26,-22,-20,11,-43,-38,-33,-53,-10
-51,-8,-4,25,-38,-7,-2,-20,-47,-47,-8,0,-24,-18,-12,18,-41,-39,-34,-44,-9
-51,-8,-5,29,-41,-4,2,-19,-49,-47,-9,0,-20,-13,-3,24,-40,-39,-34,-36,-9
-55,-14,-10,28,-45,-4,3,-20,-51,-46,-11,0,-19,-11,3,27,-41,-39,-36,-31,-9
-61,-24,-17,22,-50,-9,1,-23,-55,-44,-15,-5,-20,-11,6,26,-46,-39,-40,-26,-9
-68,-35,-25,13,-54,-15,-1,-28,-58,-43,-20,-10,-23,-13,5,21,-50,-40,-42,-20,-10
-72,-42,-31,6,-55,-19,-1,-32,-59,-41,-23,-14,-26,-16,3,15,-53,-41,-43,-12,-11
-71,-43,-33,3,-54,-20,1,-32,-57,-40,-24,-17,-27,-17,0,9,-52,-41,-41,-2,-12
-64,-38,-29,4,-49,-16,7,-29,-53,-39,-24,-19,-26,-17,-3,3,-44,-42,-37,12,-13
-53,-28,-22,9,-41,-9,13,-21,-48,-38,-22,-21,-24,-17,-7,-2,-33,-42,-32,28,-14
-41,-17,-14,15,-33,-2,18,-12,-44,-38,-22,-24,-22,-18,-13,-11,-20,-42,-27,47,-16
-31,-9,-7,20,-25,3,18,-4,-41,-40,-24,-29,-23,-21,-21,-21,-10,-42,-25,66,-19
-24,-5,-3,23,-19,6,14,-1,-42,-43,-27,-36,-25,-27,-30,-32,-5,-44,-23,85,-21
-19,-1,0,25,-13,8,10,0,-44,-47,-31,-42,-29,-33,-37,-42,-4,-46,-22,103,-21
-16,2,4,27,-9,10,6,0,-47,-51,-34,-47,-32,-37,-42,-48,-4,-48,-20,120,-20
-13,7,9,28,-5,13,3,2,-47,-52,-34,-49,-32,-39,-42,-52,-3,-49,-20,135,-17
-13,10,11,27,-4,14,1,3,-47,-51,-33,-50,-31,-38,-41,-53,-2,-48,-21,146,-13
-13,11,11,24,-4,14,0,5,-46,-49,-33,-52,-31,-37,-38,-53,-2,-48,-25,150,-9
-14,9,8,19,-7,11,-3,4,-46,-46,-35,-54,-31,-38,-36,-54,-2,-47,-31,146,-6
-15,5,4,15,-10,6,-6,0,-46,-44,-38,-55,-34,-39,-35,-54,-7,-47,-36,135,-5
-16,0,-1,11,-13,2,-7,-4,-48,-44,-42,-56,-37,-41,-35,-52,-14,-47,-40,115,-6
-15,-3,-5,10,-15,-1,-7,-11,-48,-44,-45,-55,-41,-41,-34,-48,-21,-48,-42,90,-8
-14,-5,-7,10,-16,-3,-5,-16,-46,-43,-44,-50,-41,-39,-30,-41,-26,-46,-42,59,-9
-15,-6,-8,9,-17,-4,-4,-18,-40,-40,-38,-43,-37,-35,-26,-32,-28,-41,-42,27,-9
-19,-7,-10,5,-18,-8,-6,-19,-33,-35,-31,-36,-30,-29,-22,-23,-26,-35,-44,-6,-8
-25,-11,-13,0,-20,-13,-12,-19,-26,-30,-24,-30,-22,-24,-18,-16,-22,-28,-46,-38,-6
-29,-13,-15,-5,-22,-18,-17,-19,-20,-26,-18,-24,-14,-18,-15,-11,-19,-22,-47,-67,-3
-28,-12,-14,-6,-20,-19,-18,-18,-16,-23,-13,-19,-7,-13,-12,-7,-16,-18,-43,-91,-2
-21,-5,-9,-3,-16,-14,-14,-15,-14,-22,-9,-14,-2,-7,-7,-2,-12,-16,-35,-108,-2
-8,6,-2,3,-10,-5,-6,-11,-12,-22,-4,-8,1,-1,-1,2,-6,-15,-23,-118,-3
5,18,6,11,-3,4,2,-6,-8,-20,1,-3,6,5,5,6,0,-14,-12,-123,-7
17,30,13,17,3,13,9,0,0,-16,7,0,12,11,10,8,10,-9,-3,-123,-10
25,36,16,17,7,16,8,4,9,-9,11,2,17,14,13,6,20,-3,0,-118,-14
26,34,12,10,8,12,0,5,19,-2,12,0,20,15,11,0,26,4,-3,-101,-17
24,27,4,0,6,3,-13,1,26,2,9,-3,19,11,5,-11,28,10,-9,-59,-19
25,24,0,-5,6,-2,-23,-1,30,3,5,-8,16,6,0,-21,29,12,-14,29,-19
29,26,-1,-6,8,-3,-25,-2,31,0,2,-10,14,2,-4,-28,32,12,-15,180,-20
35,30,0,-3,12,-2,-23,0,30,-3,0,-12,12,-1,-8,-32,35,10,-13,399,-21
40,33,3,0,17,0,-18,3,27,-7,-3,-13,9,-6,-12,-34,38,6,-10,672,-24
40,32,4,0,21,1,-15,6,23,-11,-8,-14,7,-11,-17,-36,38,2,-8,961,-27
33,21,-1,-5,22,-4,-19,3,18,-13,-16,-20,1,-18,-25,-40,31,0,-8,1213,-31
16,1,-16,-20,18,-19,-33,-6,12,-15,-27,-29,-7,-26,-35,-47,15,0,-12,1367,-32
-5,-25,-37,-39,9,-40,-53,-23,3,-19,-39,-41,-18,-36,-45,-56,-7,-1,-18,1380,-30
-26,-50,-58,-57,-1,-60,-72,-42,-4,-23,-49,-52,-29,-43,-53,-63,-30,-3,-23,1238,-24
-43,-66,-73,-68,-11,-73,-84,-56,-11,-27,-55,-59,-36,-46,-56,-66,-49,-4,-26,960,-14
-50,-69,-78,-68,-18,-75,-84,-60,-14,-27,-53,-59,-35,-42,-51,-61,-59,-4,-24,594,-2
-46,-59,-70,-56,-20,-63,-70,-53,-11,-21,-44,-49,-25,-32,-38,-50,-57,-1,-19,204,8
-31,-36,-50,-32,-17,-38,-42,-34,-1,-9,-27,-31,-8,-15,-18,-31,-43,5,-11,-149,16
-6,-4,-19,0,-9,-3,-5,-7,14,8,-5,-5,15,5,7,-6,-20,17,0,-424,21
22,30,14,36,2,34,34,24,34,30,20,24,42,29,35,21,9,33,11,-605,23
49,61,45,68,15,67,69,53,56,54,45,52,69,53,62,48,39,51,20,-700,22
68,81,66,89,26,89,91,75,76,75,65,73,90,73,83,69,62,67,25,-730,20
76,88,76,98,34,98,99,88,91,92,78,86,105,88,96,82,77,80,28,-717,17
76,86,76,97,38,96,96,91,98,103,83,89,112,96,102,89,82,88,28,-683,13
72,79,72,90,41,89,86,88,100,110,82,86,112,98,103,89,81,91,28,-639,9
66,70,66,80,43,80,74,83,98,112,77,79,108,95,100,85,77,92,31,-593,6
61,63,61,70,46,72,63,77,94,113,69,70,103,89,94,79,73,92,36,-546,2
59,60,58,61,49,67,55,71,92,112,63,62,98,82,87,72,72,92,42,-500,0
56,56,55,52,51,62,46,66,92,112,58,56,95,75,81,65,72,93,47,-457,0
49,48,48,38,51,52,32,59,93,112,54,48,92,67,72,56,70,95,47,-420,0
38,35,36,21,48,37,14,47,94,109,48,38,86,58,61,43,63,96,42,-390,0
27,23,23,5,44,21,-2,34,92,103,43,28,79,49,50,30,54,95,35,-366,1
19,15,11,-5,41,9,-14,22,88,95,38,19,71,42,40,18,45,91,30,-344,2
15,12,2,-10,39,1,-19,14,82,86,35,13,65,38,34,10,38,86,29,-321,4
16,16,-1,-7,40,0,-16,10,77,78,35,11,62,38,32,7,37,80,32,-294,7
21,24,0,0,43,4,-8,11,72,71,37,12,62,42,35,9,39,74,38,-263,10
24,31,0,8,45,8,0,12,67,66,38,14,61,47,40,11,42,67,43,-230,13
21,31,-2,11,44,7,0,10,62,61,36,15,58,49,42,12,41,59,45,-197,14
13,24,-7,7,41,2,-4,5,56,55,30,13,51,49,41,10,35,51,43,-167,14
2,14,-15,0,37,-3,-12,0,49,48,21,8,40,45,36,5,28,42,40,-141,12
-6,5,-20,-6,32,-9,-19,-6,42,41,12,2,28,40,31,0,22,34,37,-118,9
-11,0,-22,-10,28,-11,-21,-9,36,31,6,-2,18,36,27,-3,18,28,36,-97,5
-13,0,-20,-10,25,-9,-19,-9,33,22,3,-5,12,33,24,-5,18,24,37,-78,2
-12,1,-17,-8,22,-6,-14,-9,31,12,4,-6,9,30,22,-6,19,21,39,-60,0
-10,3,-14,-5,20,-3,-9,-7,30,3,5,-9,8,26,20,-7,21,18,41,-41,-3
-11,0,-14,-6,16,-3,-9,-8,28,-3,4,-13,7,20,13,-11,21,14,40,-21,-7
-16,-7,-19,-12,10,-8,-16,-13,24,-9,1,-19,2,10,3,-20,16,10,36,-2,-10
-24,-18,-26,-20,2,-16,-27,-20,18,-15,-5,-28,-5,0,-9,-31,8,4,29,15,-13
-31,-28,-32,-28,-4,-24,-36,-26,11,-21,-12,-36,-14,-11,-21,-42,0,-3,22,35,-15
-33,-31,-33,-31,-9,-26,-40,-29,6,-27,-16,-41,-21,-18,-29,-50,-3,-10,18,57,-16
-30,-27,-28,-29,-11,-23,-38,-26,2,-31,-17,-43,-24,-22,-32,-52,-2,-16,16,82,-16
-25,-21,-21,-24,-11,-18,-32,-19,0,-33,-15,-41,-22,-23,-32,-50,2,-19,15,107,-15
-20,-15,-15,-20,-11,-13,-26,-14,-1,-32,-13,-38,-19,-23,-31,-47,7,-21,14,131,-16
-16,-12,-11,-17,-10,-10,-22,-10,-4,-32,-12,-36,-18,-24,-32,-45,8,-23,14,152,-18
-14,-12,-9,-15,-9,-7,-19,-10,-9,-34,-12,-36,-20,-26,-33,-45,6,-26,15,169,-19
-13,-13,-9,-14,-9,-6,-18,-12,-15,-36,-14,-36,-24,-28,-34,-45,1,-28,16,182,-20
-13,-14,-9,-12,-9,-5,-17,-14,-20,-39,-14,-36,-28,-28,-34,-45,-3,-31,18,193,-20
-11,-14,-10,-10,-8,-3,-16,-16,-22,-40,-13,-35,-30,-26,-31,-45,-6,-33,19,201,-19
-10,-14,-12,-8,-8,-3,-16,-17,-22,-39,-10,-32,-29,-23,-26,-43,-7,-33,20,207,-18
-12,-16,-18,-9,-9,-7,-20,-19,-22,-37,-7,-31,-28,-22,-22,-42,-8,-34,16,211,-17
-19,-22,-27,-16,-13,-15,-28,-24,-23,-36,-6,-31,-28,-22,-21,-43,-14,-35,11,213,-16
-27,-27,-35,-23,-17,-23,-34,-30,-27,-37,-8,-33,-31,-23,-20,-43,-24,-37,8,214,-15
-32,-28,-39,-26,-20,-25,-34,-32,-32,-40,-10,-34,-34,-22,-18,-41,-33,-42,10,216,-15
-35,-25,-37,-24,-21,-23,-28,-31,-37,-43,-10,-33,-34,-19,-14,-36,-39,-45,15,221,-16
-36,-22,-33,-20,-22,-18,-19,-26,-39,-43,-10,-30,-31,-13,-8,-30,-42,-48,21,226,-17
-37,-21,-28,-15,-23,-12,-11,-20,-39,-41,-9,-27,-27,-7,-3,-24,-42,-48,25,230,-19
-40,-24,-25,-14,-25,-9,-7,-14,-37,-36,-8,-24,-22,-2,0,-20,-41,-46,25,230,-20
-46,-30,-24,-16,-28,-9,-8,-10,-34,-30,-8,-23,-19,0,1,-19,-42,-44,20,226,-19
-53,-37,-25,-21,-31,-10,-11,-8,-30,-23,-10,-23,-18,1,2,-19,-45,-41,15,219,-17
-55,-39,-23,-23,-32,-7,-11,-5,-26,-17,-10,-22,-18,4,5,-18,-46,-38,13,211,-14
-50,-31,-17,-19,-28,2,-3,1,-21,-11,-8,-18,-16,12,10,-13,-42,-34,16,203,-9
-39,-18,-7,-9,-22,15,9,12,-15,-3,-3,-12,-11,21,19,-6,-33,-28,23,194,-6
-28,-6,0,0,-15,28,21,23,-7,5,2,-6,-3,30,27,-1,-22,-21,30,179,-4
-21,-1,3,3,-9,34,27,30,0,15,4,-2,4,34,30,0,-13,-12,34,154,-4
-18,-2,2,1,-4,35,26,32,6,23,4,-3,10,34,29,-2,-7,-4,34,119,-5
-19,-8,-2,-3,-2,31,20,31,11,29,0,-5,13,30,24,-8,-5,1,32,76,-6
-19,-13,-6,-9,0,26,11,27,15,32,-3,-8,13,26,19,-14,-4,5,29,29,-6
-18,-15,-9,-13,2,23,5,24,17,32,-6,-9,13,24,16,-17,-2,8,25,-16,-5
-14,-12,-8,-13,5,23,3,21,19,29,-7,-7,14,24,17,-18,0,9,22,-56,-1
-9,-7,-6,-9,9,24,4,19,20,24,-6,-4,15,25,19,-15,5,9,20,-88,2
-5,-1,-3,-4,12,26,6,18,21,19,-4,-1,17,25,22,-12,11,9,18,-112,5
-4,1,-2,0,15,25,6,15,21,14,-5,-1,18,23,22,-11,14,9,16,-130,7
-6,-1,-4,0,16,20,4,11,19,9,-7,-3,17,18,19,-13,14,8,13,-143,6
-12,-7,-9,-2,15,14,0,5,16,4,-10,-7,13,12,14,-16,10,5,9,-151,4
-17,-11,-12,-3,14,10,-1,1,12,-1,-12,-10,8,8,11,-18,6,1,8,-154,0
-20,-12,-13,-2,15,10,0,0,10,-7,-12,-9,4,6,10,-18,3,-3,9,-152,-2
-20,-8,-10,1,16,15,6,4,9,-11,-10,-6,3,7,12,-14,5,-7,12,-146,-4
-19,-3,-6,6,16,22,15,10,10,-13,-6,-1,5,10,15,-10,9,-10,17,-138,-6
-17,1,-2,10,17,28,22,15,10,-13,-4,2,7,12,18,-8,13,-13,23,-131,-7
-16,5,-1,12,15,31,26,18,9,-13,-5,4,7,13,18,-8,15,-15,27,-126,-7
-17,5,-2,13,13,33,27,18,6,-11,-9,2,5,12,17,-11,12,-18,30,-123,-8
-17,5,-3,13,10,33,26,17,0,-9,-14,0,0,10,14,-15,8,-21,32,-121,-9
-18,5,-4,15,7,35,24,16,-4,-5,-19,-3,-5,9,12,-19,3,-25,32,-119,-10
-18,5,-4,16,5,36,22,17,-9,0,-22,-5,-8,8,10,-23,0,-29,31,-117,-10
-21,5,-3,16,3,35,19,18,-12,8,-22,-7,-10,6,8,-25,-1,-34,27,-115,-11
-27,2,-4,14,0,30,14,17,-14,16,-22,-8,-11,3,5,-28,-3,-39,20,-110,-12
-33,-2,-6,10,-3,22,8,13,-16,22,-21,-10,-12,0,1,-30,-7,-45,11,-103,-13
-39,-7,-8,6,-7,14,1,5,-17,26,-21,-12,-15,-6,-4,-33,-13,-51,1,-94,-14
-41,-10,-9,2,-10,7,-3,-3,-19,25,-21,-13,-21,-11,-11,-33,-21,-56,-5,-84,-15
-40,-11,-10,1,-12,4,-5,-11,-21,23,-22,-13,-27,-16,-17,-32,-27,-60,-11,-72,-16
-36,-9,-9,2,-13,4,-5,-16,-21,20,-21,-12,-31,-20,-21,-29,-29,-61,-16,-61,-16
-31,-8,-9,1,-14,4,-6,-19,-20,20,-20,-11,-32,-23,-24,-27,-27,-59,-22,-53,-15
-28,-8,-11,0,-14,3,-9,-19,-18,22,-20,-12,-30,-26,-26,-26,-23,-56,-29,-48,-14
-27,-11,-15,-3,-16,0,-14,-18,-15,25,-21,-14,-26,-28,-27,-28,-18,-52,-36,-45,-13
-26,-15,-19,-6,-16,-5,-20,-17,-14,28,-21,-17,-21,-29,-27,-31,-14,-49,-42,-43,-12
-23,-16,-22,-6,-14,-7,-23,-16,-13,29,-21,-19,-17,-27,-24,-34,-10,-46,-43,-40,-13
-17,-12,-21,-2,-11,-4,-19,-14,-12,28,-20,-18,-14,-23,-20,-34,-7,-45,-40,-37,-14
-8,-3,-16,5,-5,2,-10,-10,-10,27,-15,-15,-10,-16,-12,-31,-2,-42,-33,-31,-15
1,5,-10,11,0,9,0,-5,-6,27,-8,-11,-6,-8,-4,-27,3,-37,-26,-23,-15
6,11,-7,14,2,14,5,0,0,32,-2,-9,-1,-2,2,-24,8,-30,-21,-15,-14
7,10,-7,10,3,13,5,2,5,39,1,-8,2,1,6,-23,11,-21,-19,-5,-12
2,5,-11,2,2,9,0,3,9,47,1,-10,5,2,8,-25,11,-11,-20,6,-9
-3,-1,-16,-6,1,4,-9,2,10,52,0,-13,4,0,7,-28,8,-4,-21,21,-6
-6,-5,-19,-12,1,1,-16,1,8,53,-5,-16,1,-1,6,-30,4,0,-21,38,-4
-6,-4,-18,-12,3,3,-18,0,4,51,-9,-18,-2,-3,6,-29,2,0,-18,59,-2
-2,0,-15,-9,7,7,-17,1,1,47,-12,-18,-6,-4,5,-27,0,-3,-14,79,-1
1,6,-10,-5,10,10,-16,2,0,43,-13,-18,-9,-7,4,-25,0,-7,-13,99,0
1,8,-8,-3,10,9,-17,1,-2,41,-14,-19,-11,-10,2,-24,-2,-10,-15,115,0
-1,5,-8,-5,9,4,-22,-1,-2,41,-15,-21,-14,-15,-2,-26,-7,-12,-21,127,0
-7,0,-8,-9,6,-1,-28,-5,-3,42,-18,-24,-17,-19,-8,-30,-13,-13,-28,134,1
-12,-4,-7,-12,3,-5,-32,-9,-5,41,-21,-28,-20,-23,-13,-34,-18,-15,-35,136,2
-13,-5,-3,-12,1,-6,-31,-11,-6,38,-22,-30,-22,-26,-16,-36,-22,-16,-39,132,2
-13,-1,2,-9,0,-3,-27,-11,-6,33,-23,-30,-23,-26,-17,-36,-21,-18,-41,123,3
-10,5,9,-5,-1,0,-21,-10,-6,27,-21,-29,-21,-26,-18,-35,-19,-19,-43,107,4
-9,10,12,-2,-2,2,-16,-10,-5,22,-20,-27,-20,-26,-20,-34,-17,-19,-45,83,5
-9,12,11,-3,-5,0,-15,-13,-5,17,-20,-26,-21,-28,-24,-35,-18,-19,-49,52,6
-12,10,6,-6,-9,-5,-18,-19,-7,13,-22,-28,-23,-32,-32,-39,-23,-18,-54,18,8
-16,5,0,-11,-13,-12,-22,-27,-11,8,-26,-31,-28,-37,-40,-46,-32,-19,-59,-16,10
-18,0,-6,-16,-18,-18,-25,-35,-15,4,-31,-34,-33,-41,-46,-51,-41,-22,-62,-49,12
-20,-3,-11,-19,-22,-22,-25,-40,-17,0,-35,-35,-36,-42,-48,-53,-48,-26,-63,-76,13
-21,-7,-14,-20,-25,-25,-25,-42,-17,-4,-36,-32,-37,-41,-45,-52,-50,-30,-64,-98,13
-23,-10,-18,-22,-27,-27,-25,-42,-15,-6,-35,-28,-35,-38,-39,-48,-50,-34,-64,-115,12
-26,-13,-21,-24,-28,-29,-26,-41,-12,-8,-33,-23,-31,-33,-31,-43,-49,-36,-62,-130,10
-30,-17,-26,-28,-29,-31,-31,-40,-11,-8,-31,-19,-28,-28,-24,-36,-48,-37,-59,-141,8
-33,-21,-30,-32,-30,-33,-35,-41,-10,-6,-30,-16,-25,-22,-16,-30,-50,-34,-53,-148,7
-35,-24,-33,-35,-30,-33,-39,-41,-11,-3,-29,-14,-22,-17,-10,-24,-53,-31,-44,-145,6
-34,-24,-32,-36,-28,-30,-40,-39,-12,0,-27,-11,-18,-11,-3,-17,-52,-25,-34,-122,6
-30,-23,-28,-35,-25,-25,-39,-33,-12,5,-24,-8,-12,-4,3,-12,-47,-18,-25,-64,5
-27,-21,-24,-35,-21,-19,-39,-25,-10,13,-21,-5,-6,1,8,-9,-39,-11,-18,43,3
-25,-20,-19,-36,-17,-15,-41,-16,-8,18,-18,-5,-1,4,10,-9,-30,-6,-13,216,0
-24,-20,-15,-37,-12,-13,-43,-8,-7,21,-18,-6,0,3,8,-15,-21,-4,-10,453,-6
-22,-19,-12,-36,-7,-9,-42,-3,-9,19,-21,-10,-2,-1,2,-23,-15,-6,-5,738,-14
-17,-14,-8,-32,-1,-3,-36,0,-14,14,-25,-13,-7,-6,-3,-30,-11,-10,1,1030,-21
-9,-8,-3,-23,3,4,-24,3,-19,8,-28,-15,-14,-10,-8,-36,-7,-17,8,1270,-26
